id,reviews,target
9033,네엥 만족스럽습니당,5
9034,갤 s9는 사용이 안되고 갤 10은 연결 후 껐다 켜야지만 인식이 됩니다 ㅡㅡ 고객센터에 연락을 하니 알아보고 전화 주신다더니 연락도 없고 그사이에 구매 자동확정 되서 그냥 처박아 놓고 있습니다,1
9035,다좋네요 몸도 좋은거 같네요 아직까지는요,4
9036,배송 완료문자받고 상품 못받았는데 42층인데 12층으로 오배송왔습니다; 이웃분이 안주셨으면 분실 이었네요. 판매자문의에 써놨는데 읽으시고 답이없으시네요; 택배쪽 오류이긴하지만 기분이 썩좋진않습니다.,1
9037,연료필터가 작업중 부러져서 새로 구매했습니다. 플라스틱이라 약한데 금속이었으면 좋다는 생각.,2
9038,문이 정확히 맞지 않아 세게 밀어야 닫히네요. 교환하기 귀찮아서 그냥 씁니다.http://order.pay.naver.com/purchaseReview/201608255472458,2
9039,냄새 이상해요 시큼하고 따가운(?)냄새나요ㅠㅠ 짜서 맡았는데 코도 따갑고 눈도 시림ㅜㅜ 솔직히 민감한 부위에 쓰고싶지 않아요ㅠ 돈날림,2
9040,신선하고 맛도 뮌가부드럽고 좋았습니다.감사합니다.,4
9041,잘안대서벗겨내는데시간이더걸렸습니다,2
9042,여름인데도 통기성 좋은 긴옷으로 잘 사용하고 있고 열많은 아기인데 많이 덥지도 않아요~ 많이 덥지않은 시기에는 아주 좋아,5
9043,배송 빠르고 질감 조으네요,5
9044,액상분유가 잘 데워지지 않아요 좀 더 사용해볼게요,2
9045,앞이 너무 꽉낌 한번 신었는데 발가락 다 쓸려서 너무아픔..,2
9046,배송 빠른편입니다 눈가에 붙이고 가만히 있어야지 움직이면 눈가에 붙힌 팩이 턱까지 내려옴니다,2
9047,열고닫을때 너무나 뻑뻑해서 손톱 나갈번,1
9048,상품평이 좋아 기대했었는데 너무 엉성한듯 합니다 상담은 너무 친절하게 해주셔 너무나 감사합니다 상품은 너무 맘에 안들어 안경점에서 다시 했네요 아마도 다리가 롱팁 이라 저렴하게 보였나봐요,1
9049,너무느렸고. 몇번저나하니까 조금 짜증나신듯이 전화를 받으시더라구요. 급한거라 아무리 14일걸린다하여도 보통 그전에오던데. 까진데도 몇군데잇고,1
9050,배송이 늦습니다. 그렇습니다,2
9051,남편 선물로 사줬는데... 하루만에 벗겨졌어요.... 비추입니다,1
9052,어피치가 너무 귀엽고 이쁘네요 접을때 바닥을 땅에 눌러야 접혀져요 힘 이 많이드네요,4
9053,사이즈가안나와있어서확인을못했네요..천은완전좋아요!!!,2
9054,신발장없는 원룸에 놓고쓰기 딱좋아요,5
9055,사용하기 깔끔하고 좋아요. 추천 합니다,5
9056,재구매 배송도 빠르고 좋아요! 맛잇어요~,5
9057,유리잘닦이고 좋은것같아요,4
9058,차단이 전혀 안됩니다ㅔ,2
9059,잘쓸께요잘써볼께요오오,5
9060,박스로 오는게아니라 지퍼백에.넣어왔구요 갯수도 하나부족하네요,1
9061,배송 빠릅니다 으융,4
9062,아직 맞춰 보진 않았지만 기대 되네요 캡이천치스라~,2
9063,출시행사때 정말저렴히 구매. 대형품절아쉬움 깔끔.순한표면.살짝얇은감있음 .다음달에직접사용예정,4
9064,괜히삿움 ㅋ,2
9065,추워서 그런지 반은 얼어서 왔어요. 죽은 건 안 먹는데..ㅠㅠ,1
9066,배송이 엄청 오래걸리네요,2
9067,500루멘 아래로는 실사용이 어렵습니다. 너무 어두워요... 성능 대비 가격이 비싼 느낌입니다,2
9068,빠른배송이 좋았고 효과기대해볼게요,5
9069,좋아요 좋아요 만족합니다. 늘 구매하던거라 떨어질때쯤 또 주문하고 있어요 제가받은건 유통기한이 2021년 8월 까지네요. 간편하게 가지고 다니면서 이것저것 소독하기 딱 좋아요! 많이 파세요,5
9070,스카이 색상 구매했는데 필름이 접힌구간이 많아요,2
9071,알콜냄새 원래 빅시제품은 바디버터랑 로션종류로 쓰고있었는게 더워서 미스트 주문 해본거거든요. 근데 알콜향이 너무 진하게 나서 좀 거북해요. 저같은경우엔 그랬고 다시는 안쓸거 같아요. 두개모두 그래서 향 문제는 아니고 제품자체타입이 그런듯,2
9072,막상 받아보니 지퍼주머니때문이 아니라 그냥 입어도 될만큼 편하네요.,5
9073,저렴하고 대용량이라 부담없이 쓸수있어요~,5
9074,사이즈가 크고 어딘디 빈티나요,2
9075,아직 안먹어봤지만 캠핑가서 먹을꺼에여,5
9076,팬티의 재봉부분을 접착제로 붙여놓은 형식이고 올은 다 풀리고... 걍 버렸습니다.,1
9077,정품 맞나 의심이 가는 퀄리티입니다. 매장에 없어서 여기서 산건데 다신 안살듯,1
9078,연어장 처음 먹어보는데 맛있어요 두께도 적당한거같고 비리지도 않아서 좋아요,5
9079,금방 마르고 좋네요 운동할 때 딱 좋은 저렴한 제품,4
9080,만족합니다 잘입힐께요,5
9081,세탁한번에 너덜너달해져요,2
9082,3일배송이라고 되있는데..주문하고 다음날 취소요청했더니 배송출고됬대서 그냥 말았는데...일주일뒤에 왔네요? 왜그렇게 얘기했는지는 모르겠지만 선물받은 아이는 좋아합니다. 배송일주일걸리니 기다리실분만 주문하세요,2
9083,많이 번들거려요. 안개 분사 아니예요 좋아요,2
9084,바른것같지않고 피부건조도없고 좋습니다 좀더 써보고 제피부 테스트하고 재구매의사 있습니다ㆍ,5
9085,비누가 너무 빨리 사라져요ㅠㅠ아직 확실한 효과는 못본듯 하네요ㅠㅠ,5
9086,설명서는 영어랑 중국어만써있고 밧데리 넣는 부분도 나사도 잘안풀리고 그냥 중국산같아요 가격대비 너무 별로네요,2
9087,"조립하면서 기분 상하지만 귀찮어서 그냥 씁니다. 볼트는 힘으로 조여야 하고, 종아리 쿠션 꽂는 플라스틱 부분은 깨져오고, 또 안꽂히고, 프레임 찍혀오고...",2
9088,이뻐요 좀 촘초하게 달았더니 더 이쁜듯!,5
9089,초 ㅣ 아 ㄱ임 .,1
9090,신선도 만점. 포장도 꼼꼼. 너무 잘받아서 맛있게 먹고 있습니다. 다먹기전에 또 구입하려고 해요,5
9091,질이 면이 아니고 eva?? 스펀지??같은 재질이라 금방 찢어질거같아요 ㅡㅡ,2
9092,별로예요 걍 진짜 싼맛임... 그와중에 또 깨진거 옴.. 반품하기 귀찮아 걍 몇번만쓰고 버리려함 그러나 애들은 좋아함...ㅋㅋ,1
9093,많이 안쓰고 먹을만해요.,5
9094,한개씩 포장되어 있어서 너무 고맙드라구요 애기엄마의 맘을 잘 알아주신 것 같아요 잘 쓰고 있어요,5
9095,음식물 쓰레기 봉투 사용하는것이 늘 불편하고 불결해서 싫었었는데 밀폐가 잘되는 통이라서 너무 좋네요~ 귀엽고 깔끔하고 따로 물받이가 있어서 더 좋구요~ 용량도 1인 가족용으로 딱 좋은거 같아요~,5
9096,엄마가 너무 좋아하세요 사은품으로 핸드폰 스트랩도 같이 왔어요,5
9097,역시 장인의 손길이라 맛이 다릅니다,5
9098,향이 너무 이상해요ㅠㅠ,1
9099,배송무지빨라요~만족,5
9100,레드보다는 다홍색같아요,5
9101,느림 오사카 여행때는 가성지 좋고 매장도 출국장 층에 있어서 너무 좋았는데 방콕때는 고민도 없이 재구매했다가 후회 100 했어요 너무 느려서 두사람 이상은 인타넷 검색 꿈도 못꾸구요 가족단톡에 사진을 보낼래도 보낼 수가 없어요 짜증났었어요 ㅜㅜ,2
9102,날이 이러니 어쩔수 없다는거 감안해서 그래조 키조개 작은것 치고는 씨알이 좋더라구요 바지락은 음.. 좋아요 안죽였더라면 ㅎㅎ 시원해지면 다시 주문!,2
9103,생각보다작지만 좋습니다,5
9104,생각보다 알맹이가 크네요 ... 그것도 3개나 먹어야된다니... 씹으니깐 우유맛도 생각보다 덜나고... 아이가 안먹겠다고 거부해서 못먹이고 있네요.. 다시 주문은 안할듯해요,2
9105,만족 ㅁㅍㄴㅍㄴㅍㄴㅎ보ㅗ조모뉸ㅍㄴㅍ노버몬ㅍㄴㅇㅍ ㅇㅍ노놎ㅍㅁㅊㅁㅊㅁㅊㄴㄴㅊㄴㅍ노어두듄ㅍㄴㅍㄴㅍㄴㅍㄴㅍㄴㄴㅍㄴㅍㄴㅍㅇㅍㅇㅍㅇㅍ,5
9106,생각보다 작아요 생각보다 작아요,2
9107,최악입니다 오배송에 대한 책임은 못지겠다는게 기본 입장이네요. 대충대충 상품 보내는듯하니 잘 판단하시고 결정하세요,1
9108,재구매 항상시킵니댕ㅎㅎ굿뜨,1
9109,사이즈 조견표가 잘못된듯합니다. 저에게 좀 작네요. 체격이 있는 사람은 참조할 필요가 있습니다.,2
9110,썩은콩은 없는데....불량한콩이 많아요.. 씻는데 콩과 껍질이 분리되는것도 많고 가격좋고 크기는 좋은데 뭔가 아쉽네요,2
9111,선물했는데 민망해죽는줄 알았습니다. 오래된 제품 보내신거예요? 다 녹아내린 걸 보내주셨더라고요? 노양심으로 장사하지마세요,1
9112,상품은 사진 그래도인데 냄새가 좀 나서 냄새빼고 썼어요 그런데 배송이 너무 엉망이었어요 업체와 배송기사사이에 소통이 안됐는지 배송시간과 장소가 지켜지지 않았습니다,1
9113,화면과같아요.벽지색이랑 맞춘거라 아이보리했구요.튼튼해요. 생각보단 크지않구요. 깔끔해요,5
9114,너무 좋아요 크기도 원하는거고 무게도 가볍구요 이유식만들기에 딱이에요,5
9115,생각보다 약해요.. 빠르지도않구 ..,2
9116,뭔가 약하고 흔들거리는 느낌이 있고 배달중에 묻은건지 흰색바탕에 검은 얼룩이 있어요 그리고 아무리 지방이지만 배송이 넘 느려요 역시 가구는 직접 보고 사야될거같아요,2
9117,아니 도대체가 나무 프레임으로 주문을 했는데 철제로 오질 않나 나사는 왜 한개가 모자른지... 이미 박아버려서 그냥 쓰긴 하는데요 아무 통지도 못 받고 그렇습니다,1
9118,스탠딩이 잘 안되는데 그래도 좋아요,4
9119,개빳빳해서 이거 우째야될지 감도 아니옴,2
9120,"너무 크고 무거워 이동성은 떨어져요. 밀리진 않지만 들고다니려니 손목이 아프네요. 4살 딸 머리 감길때 손목아파 샀는데, 편하진 않네요. 뒷 머리 감기기도 불편하구요.",2
9121,지인 선물했는데 안 깨지고 잘 도착했다네용!,5
9122,샴푸는 거품도 풍성하고 토닉을 쓰고나서 모근쪽이 부들부들해졌어요,5
9123,디테일하고 제품이겐찮네요,5
9124,마스크 구하기 너무 힘들어 습기제거하면 좋을것 같아 가족 수만큼 구매하고 어른들도 드릴려고 추가로 더구매했는데 케이스에서 완전 고무냄새 장난 아니네요~ 마스크 넣어두면 냄새배겨 마스크 버려야 합니다 절대 비추 합니다,1
9125,"작은소녀상 책자에 적힌 소녀상. 빈의자, 그림자, 나비, 평화비의 의미를 새로이 알게 되고 가슴에 새깁니다. 잊지 않겠습니다.",5
9126,생각보다 컸지만 커서 더 좋았네요,5
9127,브라가 착용감 별로고 입었을때 안예뻐요,2
9128,딸 방에 놓아줄 침대인데 가격만큼 그래요~동서가구ㅎ,2
9129,3kw 구매. 많은 리뷰를 보고 샀으나 진짜 이건 바로 1미터 앞 정도만 따뜻하네 정도로 바람도 약하네요.팬이 고장인가 싶을정도로...,1
9130,재구매 언제나 시켜먹고 있스버다!,5
9131,전문기사님 완벽설치! 상일리베가구 더스틸 철제 드레스룸/옷장/장롱/단독행거/옷장정리,1
9132,잘못 선택해서 사용중입니다,2
9133,배송도 별로 색도 다르고,2
9134,튼튼하고 크기도 딱 맞아요,5
9135,재구매 정말 맛있네요 추천합니다,5
9136,디자인은 사진과같아요 두가지샀는데 생각보다 너무얇네요 목도 잘늘어날것같아요,2
9137,발령받아서 짐 싸는데 박스 필요해서 주문했는데 배송이 빠르고 좋았습니다,5
9138,생각보다 빠르게 배송받았습니다. 커튼 이쁘구요. 상품 좋아보입니다.,5
9139,삼시세끼에서 브리타정수기가 나오더라구요 생수를 사먹다가 패트병처리도 귀찮기도 하고 해서 브리타를 들여 놓았네요. 친구가 수돗물 끓인 것 먹어보더니 물맛이 이상하다고 해서 브리타정수기물 끓여 먹으니 물맛이 깔끔해서 좋네요,5
9140,어어라래애너무이뻐요,5
9141,튼튼하고 좋아요! 길이가 조금 짧아서 아쉽지만 대체적으로 만족합니당,4
9142,생각보다 냄새진해요~,2
9143,잉크 사용이 너무 불편해서 다른 상품으로 다시 주문했어요. 자체제작한 mg5750 이 좀더 비싸지만 실용적입니다,2
9144,녹아있어요..괜찮다고 그냥먹어도된다고하긴했지만 찝찝해서 버렸네요,2
9145,맛있습니다 세일해서 좋음,5
9146,맛있네요 잘멋겠습니다,5
9147,아하 이거이거 저하곤 안맞네요,2
9148,어깨끈 셔츠입으면 너무 목쪽이라 끈 다보임 언더웨어로 입기엔 다소무리 패드가 얇은것도 전혀없어서 생소함 팬티자꾸 말려들어감,2
9149,좀작은듯 옷 많이 입거나 팔뚝 있으신분들은 작을듯,2
9150,실제로 보니까 좀 크긴 했지만 간지나요,5
9151,조금짜지만 깨끗하고 맛있어요,5
9152,포장이랑 사은품은 감사한데 저한테는 별로네요 별로 티가 안나요 조금만 더 굵었으면 좋았을텐데 아쉽네요 잘안한게 될듯요ㅠ,2
9153,계속 쓰던거예요~~ 저렴히 구입해서 쟁여두었어요,4
9154,제네시스 다음으로 제일 잘 먹는 사료에용,2
9155,디자인은 예쁜데~~.. 재질이 생각했던게 아니에요 ㅜㅜ,2
9156,너무 좋아요ㅎㅎㅎ 계속 사고싶었눈데 드뎌 사네요?,5
9157,무난무난해요. 한번 빨고 쓰려고 빨았는데 2일이나 말렸음에도 잘못빨은건지 냄새가 좀 나는데 빠지겠죠..,4
9158,삐그덕 소리가많이나요,2
9159,사용하기 좋구요 디자인도 마음에들어요,5
9160,붙이기쉽고 두춤하고 다좋은데 접찹력이 약해요 앞에는 이틀뒤 바로 떨어졌네요,2
9161,배송이 매우 늦었어요. 6월말 배송이라더니 8월 4일에 왔네요. 제품은 괜찮아요.,2
9162,매일 쓰는 제품이예요. 배송도 빠르고 저렴하게 구입했어요.,5
9163,"스텐레스 수동계수기, 마음에 듭니다.",5
9164,잘안불어지네요 ㅡㅡ,1
9165,백화점 전용 제품이라고 광고하지만 아울렛 전용제품 상관없어서 걍 쓰지만 속인게 괴씸함 아울렛전용 다른곳에서 더싸게 살수있음,1
9166,제품불량으로 교환받았어요 일처리도 너무느리고 불량제품이 많나봐요,2
9167,재구매 한번사용하는데 물들어가서 고장입니다. 한개는 사용할려고 하는데 불이 갑자기 안들어옵니다..,1
9168,머릿결이 확실히 좋으네요 ㅎ 꾸준히잘관리해서 미용실에서 영양비용을줄여볼까해요 ㅋ,5
9169,갠춘 ㅋㅋ 불량인줄알앗는데 잘되네요,5
9170,좋긴한데 제가 원하던 이음선??? 그게 아니라 쇼파에 덮으면 선이 보여요..... 쇼파라고 했으면 알아서좀 해주시지 ㅠㅠㅠ 몇번을 전화해서 문의드렸는데,2
9171,보기에는 튼튼해보이기는 한데 가격생각하면 큰 메리트가 없는거 같네요..싸이즈도 큰것도 아니고 작은것도 아니고 좀 애매한 싸이즈네요.카즈미 설겆이망도 안들어가는 싸이즈라 좀 아쉽네요. 가격이 반값정도면 살만한 제품인거 같습니다.,1
9172,짱귀엽고 의자 매끄럽게 움직여서 좋아요.,5
9173,"철부분 까진데 많고 찌그러져있고,, 써야해서 쓰긴하는데.. 받침발 균형도 안맞으니.. 한숨이..",2
9174,사진이랑 달라노ㅠㅠ 내부 색상이 다르고요... ㅠㅠ 생각보다 별루 근데 가격대비 괜찮아요,2
9175,샐러드를 즐기는 제게 안성맞춤이에요. 그냥 먹어도 맛있고요. 오늘은 아들이 좋아하는 떡볶이에도 넣어줬는데 무지 편리하네요. 껍질이 잘 안까진다는 분들도 계시던데 저는 대체적으로 잘 까졌어요. 비린맛도 없이 좋으네요.,5
9176,생각보다 넘 크네요. 싸이즈미스로 반품하기도 귀찮고해서 그냥 두고있어요. 남여공용이아니라 남자꺼네요,1
9177,심플하고 단단해서 좋습니다. 단점은 아래단에 숫자가 없어서 좀 그런데 불편함은 없지 싶습니다. 좋아요..,4
9178,배송빠르고 제품도 만족스러웠습니다,5
9179,별로에요 잘 안써요 속눈썹이 튼튼한 사람만 몇가닥 붙일 용인듯,2
9180,확장기가 없을때는 신호가잘 잡히지 않아서 끊어지고 했는데 한달사용해도 문제없이 잘잡혀요. 만족하고 사용합니다,4
9181,기대이상 대박좋아요 캠핑하는데 잘쓰고있어요 진작살걸..,5
9182,서비스 김치 잘먹을게요,5
9183,살 1도 안빠집니다 .,1
9184,매일매일 꾸준히 돌리고있는중인데 뱃살이조금씩빠지네요!옆구리도 탄탄하니 근육이 생겨서 대만족입니다 훌라후프최고예요!,5
9185,아직써보진않았지만포장상태와캐릭터가귀엽네요가격이좋아구매하게되었어요,4
9186,잘모르겟어요.쏘쏘예요,1
9187,CS하시는분 배송언제되냐고 전화한번했더니 세상귀찮게응대하시네요 그렇게 응대하기 귀찮으면 상세페이지에 옵션별로 다 기재하세요,1
9188,좋습ㄴ다 좋습니다 좋습니다 좋습니다,5
9189,프리사이로 시켜서 작고 불편하네요 ㅜㅜ 77입시는 분들은 추가요금 내고 사이즈 업하시는게 좋을듯 하네요,2
9190,회사에서 쓸려고 샀어요 좋네요~,5
9191,신축성이 없어 불편요~ㅠ,2
9192,유통기한이 짧게남은게와서 그런지 장예민한저는 배가사르르아픕니다,2
9193,서비스는 약간 불만족,2
9194,너무 맛있어요. 스트링 치즈 찢어서 레인지 돌려먹으면 진짜 맛나요,5
9195,다른회사 주문하세요.여긴 최악입니다.,1
9196,와아아아 좋네요,5
9197,추천 눈이건조해서구입했어요. 구매평이좋아서구입했는데괜찮은것같네요. 깨끗해보이고요. 잘먹겠습니다~~,4
9198,기다렸지만 예브고 편합니다,5
9199,개가 잘 안먹네오ㅜ,1
9200,모기가 단한마리도 안잡히네요..과대광고는 사라져야됩니다,1
9201,재구매 스위스에서 잘 쓰고잇어료!,5
9202,25개월 아기가 타기에 크기가 딱인듯요.. 내년에는 못 탈 수도 있을 것 같은 크기네요,2
9203,두께도 있고해서 아주 강도도 있어보이고 ... 그런데 물을 따르는데 타고 흐르네요. 다른 편리한기능은 원래 알고 산거니까 말할것도 없고 암튼 잘 쓰겠습니다,4
9204,그냥 그래요 등받이가 두꺼워서 의자가 좁아져요,2
9205,말그대로 그저그래요. 뭐 썩 좋타라는 생각보단 그냥 막 쓰는 용도. 아끼지않고 막쓰고 있습니다.,2
9206,역시.. 너모 좋아요ㅠㅠ 일단 무광이라서 더 맘에 들구요 제 폰 배터리가 맛탱이가 가서 엄청 빨리 소모되서 보조배터리가 맨날 필요한데 벨킨은 충전도 빠르고 크기도 별루 안크고 무겁지 않아서 매일 갖고댕기기 좋을듯하요! 완전 맘에 듬 !,5
9207,부서진게 와서 아쉬웠지만 가격대비 좋아요,2
9208,빨수록 작아져요 지금은 쫄바지가 됏어요 짧아지고요,2
9209,배송 빠르네요ㅎ 제품은 써봐야 알겠지만. 좋아보여요,5
9210,공복인 때가 없어 먹을 일이 없어요 이 오일의 존재이유는 공복! 공복해봅시다~~~,4
9211,재구매 얼마전에 사고 또 삽니다 아들이 편하고 부드럽다고 좋아합니다,5
9212,위생팬티인데도 두껍지 않고 좋네요.,5
9213,변경된 것으로 요청 햇더니 잘 보내주셧어요 감사 합니다,5
9214,콩상태가 전반적으로 별로예요 작년 수확해서 이번달 포장한거라고는 적혀잇는데 말라서 쭉정이 같이 생긴애들도 잇고 색깔이 왜이런지...,2
9215,너무 예뻐요^^ 색감이 제가 생각했던것과 같아서 더 만족스럽네요 여러가지 색조합하는 것도 무지 재미지네요,5
9216,음..슬림이 도착.. 주문실수인지..알 방법이 없네요,1
9217,노넌소러초욘오어니ㅇ,5
9218,물건없어서 몇일잇다다른거받음,1
9219,괜찮아요 😊 😊,5
9220,맛있게잘먹고잏어요 맛나요잘먹고이씁니당ㅈㄷㅂㄷㅇㄷㅂ늣ㅇㅌㄴㄱㅂㅈㄷㅎㅂㄴㄷㅅㅂㄴㆍㅌㅊㅅㅂㄱㆍㄴㅎㄱㅅㅇㅌㅈㅇㅅㄴㅎ,5
9221,가격도 착하고 기존에 쓰던 제품이라 좋아요!,5
9222,"아직 입어보지 않았지만 일단 넘 보들하구 디지인 넘 이뻐요 ,, ❣️ 남자친구가 이게 제일 예쁘다구 하네요 ㅎㅎ",5
9223,그냥그래요 터치감 별로,1
9224,재구매 초코랑 검은콩 한번씩 시켜봤다가 결국은 식이섬유로 다시 돌아오게 되네요 배송빠르고 가격도 좋네요!,5
9225,생각했던거보단 그렷네여 빠른배송 감사합니다,2
9226,재구매 환불건 처리해주세요.,2
9227,선물해줬는데 너무 만족해하네요!!ㅎㅎㅎ,5
9228,조아여여영여ㅕㅇ,5
9229,약해도 너무약해서 한번 펴니깐 고정이 쟌 안됨,2
9230,재구매 도루코가 역시 최고네요,5
9231,향은 좋은데 지속성이 많이 떨어지는듯,2
9232,굿굿 가격대비 깔끔하니 사이즈도 좋네요,5
9233,상품이 쓰던걸 가져다 줬다해도 믿을 정도로 상태가 안좋네요;;; 마음같아선 바로 전화할려고 하는데 토요일이랑 일요일이 겹쳐서 ㅡㅡ 칼로 그은것도 아니고 뭡니까 이게;;; 저는 새상품을 사는거지 중고는 산적이 없습니다,2
9234,촉감두 부들부들하고 신축성도 좋습니다. 세탁기에 그냥 돌렸는데 변형도 없고 편하게 잘 입게되네요~ 키 159인데 길이감도 좋습니다,5
9235,재구매 늘 잘먹구 있어요 ㅋㅋ,5
9236,사이즈가 좀 큰편이고 챙부분 마감처리와 모자옆면 마감처리가 좀 엉성하네요 가격대비 그저 그렇습니다...,2
9237,상품 중 구강구조가 비틀려져서 왔습니다. 원상복구가 안되네요.,2
9238,예식때 쓰려고 샀어요 스타킹이랑 같이 신으니 잘맞네요 😀 높은 공기 마시게 해줘서 감사합니다 ^^,5
9239,배송 맛 유통기한 만족입니다,5
9240,촉촉하고 좋아요 지성인분들은 너무많이바르면 끈적일수잇어요~,5
9241,각인도 깔끔하고 너무 예뻐요!!!,5
9242,재구매 취소했는데 출고도안해놓고 물건 못뺀다고 그냥 보냈더라구요 반품배송비 어떻게 하냐니까 말 얼버무리고 끊더라구요???????,1
9243,조금 가격 더 주시고 다른제품사시길 추천드립니다...,1
9244,어떻게 써야 시원한진 잘모르겟어요.. 싸니까 그냥써요..,2
9245,수평도 안맞아서 애매하게 쓰다가 버려야할듯,2
9246,너므뱔렁{여 던이끼비,2
9247,배송이 너무 느리고 판매자 연락도 안받고. 서비스가 빵점이에요,2
9248,기대 많이 했는데 엄마가 갓이 질기다네요 ㅠ,2
9249,먹어본새우중 최고입니다.,5
9250,귀지개를 꽂으니 카메라가 삐딱하게 잡혀있어서 화면이 대각선으로 보이고 사용이 쉽지는 않네요. 연습하면 되겠지만... 글구 워터마크랑 광고는 좀 뒷통수 맞은 느낌... 제거비용이 너무 비싸네요.,2
9251,막상하니까 목이 더 아파오네요 ....일단 저는 별로,2
9252,항상 고퀄리티의 상품 감사합니다,5
9253,배송이 진짜 칼이네요. 급했는데 너무 감사합니다. 왕진주라 부담스러울까봐 걱정했는데 오히려 더 화려해보이고 이뻐요 실물이 진짜 훨씬 더 굉장히 매우 예뻐요. 잘쓸께요~^^,5
9254,기본 가재수건이에요,4
9255,배송 제품 다 좋았어요 ㅋㅋㅋ,4
9256,달콤 갈비만두 맛 미쳐씀 너무맛있네여 매운갈비도 사볼껄 그랬어요ㅜㅜ,5
9257,만족해요 다른것도 사고싶어졌어요,5
9258,생각보다작은거같지만착용감굳,5
9259,좋앙ㅅ 사무실에서 잘쓰고있어요,4
9260,박스 터져있고 에어캡도없이 박스는 크고 제품은 작아서 나뒹굴고 모래에 먼지에 이런 포장은 첨 보네요. 최악입니다,1
9261,상품가치 없는크기를 보내셨어요 한입사이즈크기에 3/1은 상했구요 이건좀 아니다싶네요 정가에서 할인액은 크던데.,1
9262,이거뚜껑 진짜 약하고ᆢᆢ그냥 한번 떨어뜨림 깨져요 고리도 뜯어지고 참고하세요,2
9263,하나는 고장났고 하나는 그대로 되네요,2
9264,재구매 4번째 재구매 아이에게 너무 잘맞아서 스트레스 받지않고 숨으로만 쟁여놓았어요,5
9265,내장이 깨끗이 정리되지안아서 만이번거롭네요,2
9266,이게 과연 효과가 있을까요?,1
9267,노지캠핑갈때 쓰려고 샀어요 결속력 정말 좋습니다,5
9268,화분이 원하는색깔이 없어서 아쉬윘어요.,2
9269,배송도빠르고제품퀄리티도좋아만족합니다,5
9270,재구매 물이니까요 괜찮아요,5
9271,그냥 그러네요 마감이 부실한지 솜이많이 빠져나오네요,1
9272,연결고리 잠그는게 좀 뻑뻑해요 윗부분까지 올라오는것도 그리 만족스럽진 못하네요 ㅠ 아이가 잘안먹어서 한번밖에 사용못했어요,2
9273,제가 잘못하는건지..주변지인에게 부탁해봤는데도 지인도 잘못끼우네요 중간까지만 들어가고 뻑뻑해서 안들어가집니다 빙글빙글 돌려서 끼워봤는데도 그러네요 반품배송비도 아깝고 이미 개봉한상품이라 그냥 방치하고 있어요,1
9274,배송도 빠르고 나무가 너무 좋아요,5
9275,드레스업하고 사용하기좋아요,4
9276,배송은 빠른데 불량이 왔네요ㅠㅠ 귀찮아서 그냥 씁니다,2
9277,생각 보다 덜 잡아주는 느낌이에요.,2
9278,상품좋아요 유통기간넉넉 배송좋아요,5
9279,ㅈ대로 써보지는 안앗어요ㅔ,5
9280,빠른 배송 덕분에 잘 쓰고 있습니다.,5
9281,수납공간으로는 최고인거같네요,5
9282,매년 구입하는 제품입니다. 이번 디자인도 마음에 들어요.,5
9283,두꺼워서 추울 때 이너로 입어야겠는데요. 상품평이 얇다고해서 막입으려고 3장이나 샀는데 ~~ 질도 그렇고 두께도 저는 별로입니다.,2
9284,너무 크고 손가락움직이기도 힘들어요,2
9285,물품을 2종류 주문하고 배송비를 2500원씩 5000원 결제를 했는데 택배는 1박스로 오네요? 뭔가 많이 잘못 된듯. 두박스로 오면 이해라도 하겠지만 이건좀아닌듯 ㅡㅡ,2
9286,좋네요~^^ 좋은제품을 직접박아먹다니...,5
9287,언니말대로 언니말대로 이루어지면 좋을것같아요 정말 ㅎㅎ 나중에 저도 후기들고 오는날이 있었으면 좋겟어용 조만간 또 올게욤,5
9288,사용할때마다 삐그덕소리가 너무심해 동봉된 윤활유를 발라봤는데도 소리가 너무 나네요 절대 추천하지않습니다 사지마세요 운동할때 신경쓰여서 쓰도못합니다,1
9289,배송이 되게 빠르고 포장도 파손안되고 잘왔어요^^,4
9290,유통기한 짧은거 도착해서 기분안좋음. 혹시 잘못봤나싶어 몇번을 다시봤음.,1
9291,액션은 좋다하니 믿어봐야죠,2
9292,건성이고 민감성이라 아무거나 안맞아서 혹시 한번사봤는데 왜 사는지 알겠어요 밀착력이 너무 좋네요 다른거에 비해 !!!!! 너무 만족해요 !,5
9293,너무좋아뇨!!! 멋져요 촤고!,5
9294,하나가 터져서 왔어요 터진건 먹기 찝찝해서 버렸어요,2
9295,면도기에 있던 원래 세정액 대비 알콜향이 강하네요.,2
9296,챠콜이랑 아이보리 구매했는데 핏은 생각보다 별로고.. 색상은 차라리 아이보리가 낫네요 보기보다 너무 커요 ㅠㅠ,4
9297,업그레이드 카메라와 기본 카메라의 외형을 메인 이미지에 삽입 해놨으면 혼선이 없겠다 싶네요. 사기 당한기분이었습니다.,2
9298,일단 그래이화이트라기보단 거의 화이트에 가깝구요 접착면 비닐을 떼면서 끈끈이?가 손에 너무 들러붙어요 한장씩 붙일때마다 손에 끈끈이 떼는게 일... 그래도 저렴한맛에 잘 샀고 일단 붙이고는 있어요,2
9299,시원할 것 같은 원단이라 좋아요. 잘 벗겨지지 않아좋아요. 시원할 것 같은 원단이라 좋아요. 잘 벗겨지지 않아좋아요.,5
9300,포근한감보다는 가벼운 홑이불 정도네요....,2
